Cluster-1	total=316	enrichmentScore=3.938766043651997	phaseStdDev=5.445591267214813	"Membrane,Transmembrane helix,Transmembrane,integral component of membraneAnnotation Cluster 1"	Enrichment Score: 3.938766043651997								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Membrane	289	30.32528856	3.69E-07	1.511374433	5.453654269	"FBtr0306939, FBtr0113338, FBtr0089145, FBtr0346155, FBtr0302453, FBtr0334171, FBtr0345629, FBtr0080686, FBtr0082991, FBtr0085468, FBtr0330253, FBtr0114550, FBtr0086552, FBtr0090003, FBtr0333889, FBtr0079106, FBtr0070874, FBtr0334612, FBtr0346268, FBtr0076637, FBtr0078937, FBtr0089394, FBtr0089274, FBtr0083728, FBtr0302563, FBtr0303898, FBtr0070864, FBtr0090019, FBtr0074345, FBtr0331697, FBtr0074669, FBtr0305946, FBtr0336809, FBtr0330706, FBtr0113477, FBtr0303885, FBtr0309501, FBtr0085679, FBtr0309865, FBtr0304051, FBtr0086535, FBtr0088824, FBtr0306351, FBtr0084357, FBtr0308892, FBtr0114451, FBtr0273277, FBtr0335166, FBtr0308891, FBtr0079682, FBtr0331920, FBtr0332219, FBtr0333544, FBtr0339769, FBtr0077706, FBtr0345873, FBtr0077705, FBtr0072396, FBtr0339077, FBtr0345078, FBtr0339750, FBtr0071181, FBtr0082735, FBtr0080436, FBtr0089137, FBtr0088718, FBtr0307555, FBtr0088601, FBtr0331232, FBtr0078484, FBtr0085210, FBtr0086662, FBtr0084361, FBtr0074680, FBtr0070887, FBtr0346162, FBtr0308083, FBtr0089184, FBtr0301447, FBtr0343365, FBtr0303508, FBtr0305007, FBtr0304833, FBtr0307540, FBtr0087202, FBtr0335186, FBtr0070439, FBtr0333325, FBtr0077768, FBtr0335502, FBtr0072972, FBtr0301316, FBtr0301438, FBtr0346864, FBtr0084739, FBtr0080932, FBtr0308627, FBtr0301312, FBtr0085821, FBtr0089515, FBtr0330163, FBtr0088306, FBtr0078183, FBtr0087217, FBtr0089628, FBtr0087214, FBtr0074383, FBtr0077652, FBtr0334409, FBtr0075233, FBtr0070582, FBtr0083739, FBtr0073173, FBtr0083857, FBtr0082648, FBtr0304810, FBtr0083731, FBtr0301662, FBtr0300453, FBtr0306556, FBtr0340309, FBtr0336974, FBtr0085488, FBtr0078154, FBtr0078156, FBtr0090026, FBtr0079800, FBtr0077745, FBtr0343010, FBtr0074014, FBtr0083509, FBtr0100013, FBtr0080915, FBtr0100014, FBtr0089972, FBtr0329884, FBtr0089853, FBtr0088646, FBtr0083751, FBtr0304000, FBtr0301096, FBtr0084284, FBtr0088640, FBtr0086340, FBtr0079931, FBtr0076662, FBtr0335515, FBtr0072745, FBtr0077513, FBtr0071653, FBtr0300558, FBtr0345104, FBtr0112645, FBtr0076905, FBtr0301529, FBtr0100660, FBtr0076908, FBtr0340452, FBtr0089546, FBtr0307500, FBtr0346437, FBtr0303148, FBtr0100427, FBtr0089549, FBtr0345900, FBtr0305681, FBtr0087007, FBtr0079062, FBtr0078770, FBtr0088331, FBtr0331866, FBtr0073506, FBtr0075025, FBtr0331868, FBtr0343281, FBtr0088690, FBtr0074972, FBtr0075941, FBtr0075942, FBtr0073068, FBtr0301639, FBtr0074617, FBtr0070592, FBtr0100431, FBtr0100676, FBtr0084536, FBtr0081146, FBtr0083203, FBtr0342624, FBtr0332023, FBtr0083334, FBtr0337039, FBtr0333598, FBtr0075391, FBtr0307295, FBtr0070108, FBtr0339696, FBtr0330647, FBtr0078423, FBtr0072402, FBtr0330400, FBtr0077459, FBtr0110801, FBtr0071351, FBtr0331519, FBtr0081118, FBtr0300894, FBtr0113196, FBtr0084743, FBtr0309101, FBtr0079040, FBtr0079283, FBtr0086137, FBtr0088434, FBtr0088431, FBtr0086133, FBtr0076210, FBtr0333702, FBtr0332979, FBtr0072799, FBtr0110915, FBtr0333701, FBtr0089082, FBtr0071583, FBtr0344026, FBtr0070493, FBtr0342886, FBtr0337051, FBtr0089656, FBtr0345238, FBtr0304688, FBtr0308249, FBtr0084763, FBtr0307033, FBtr0308125, FBtr0086145, FBtr0333813, FBtr0332845, FBtr0073518, FBtr0303908, FBtr0331516, FBtr0072304, FBtr0332600, FBtr0303229, FBtr0300511, FBtr0080769, FBtr0089223, FBtr0080768, FBtr0085778, FBtr0339705, FBtr0086633, FBtr0305087, FBtr0308592, FBtr0308591, FBtr0339709, FBtr0114598, FBtr0300191, FBtr0079782, FBtr0088495, FBtr0076832, FBtr0072212, FBtr0300621, FBtr0073421, FBtr0072694, FBtr0113389, FBtr0083801, FBtr0113387, FBtr0100635, FBtr0081863, FBtr0084585, FBtr0087731, FBtr0332863, FBtr0330324, FBtr0074745, FBtr0071272, FBtr0112741, FBtr0100883, FBtr0087815, FBtr0113033, FBtr0300058, FBtr0113030, FBtr0083581, FBtr0301140, FBtr0336452, FBtr0083583, FBtr0306031, FBtr0079089, FBtr0333500, FBtr0085082, FBtr0331566, FBtr0071269, FBtr0345950, FBtr0339154, FBtr0343535, FBtr0343412, FBtr0302226, FBtr0113164, FBtr0082018, FBtr0343537, FBtr0084322, FBtr0072908, FBtr0086982, FBtr0078440, FBtr0334144, FBtr0071815, FBtr0071813, FBtr0345392, FBtr0072349, FBtr0076027, FBtr0330102, FBtr0070960, FBtr0331798"	953	3266	13921	1.292585248	1.07E-04	4.98E-05
UP_KEYWORDS	Transmembrane helix	251	26.33788038	1.44E-04	1.399157609	5.558496718	"FBtr0306939, FBtr0089145, FBtr0302453, FBtr0334171, FBtr0345629, FBtr0080686, FBtr0082991, FBtr0085468, FBtr0114550, FBtr0090003, FBtr0333889, FBtr0079106, FBtr0070874, FBtr0334612, FBtr0346268, FBtr0076637, FBtr0078937, FBtr0089394, FBtr0089274, FBtr0302563, FBtr0303898, FBtr0070864, FBtr0090019, FBtr0074345, FBtr0331697, FBtr0074669, FBtr0305946, FBtr0336809, FBtr0330706, FBtr0113477, FBtr0303885, FBtr0309501, FBtr0085679, FBtr0309865, FBtr0304051, FBtr0086535, FBtr0088824, FBtr0306351, FBtr0084357, FBtr0308892, FBtr0114451, FBtr0273277, FBtr0308891, FBtr0079682, FBtr0332219, FBtr0339769, FBtr0077706, FBtr0077705, FBtr0072396, FBtr0339077, FBtr0345078, FBtr0339750, FBtr0082735, FBtr0080436, FBtr0089137, FBtr0088718, FBtr0307555, FBtr0331232, FBtr0078484, FBtr0085210, FBtr0086662, FBtr0084361, FBtr0074680, FBtr0070887, FBtr0346162, FBtr0308083, FBtr0089184, FBtr0301447, FBtr0343365, FBtr0303508, FBtr0305007, FBtr0304833, FBtr0307540, FBtr0087202, FBtr0070439, FBtr0333325, FBtr0077768, FBtr0335502, FBtr0072972, FBtr0301316, FBtr0301438, FBtr0346864, FBtr0084739, FBtr0080932, FBtr0301312, FBtr0085821, FBtr0089515, FBtr0330163, FBtr0088306, FBtr0089628, FBtr0074383, FBtr0077652, FBtr0334409, FBtr0075233, FBtr0083739, FBtr0073173, FBtr0083857, FBtr0082648, FBtr0304810, FBtr0301662, FBtr0300453, FBtr0340309, FBtr0336974, FBtr0085488, FBtr0078154, FBtr0078156, FBtr0090026, FBtr0079800, FBtr0343010, FBtr0074014, FBtr0083509, FBtr0100013, FBtr0080915, FBtr0100014, FBtr0089972, FBtr0329884, FBtr0089853, FBtr0083751, FBtr0301096, FBtr0084284, FBtr0088640, FBtr0086340, FBtr0079931, FBtr0076662, FBtr0335515, FBtr0072745, FBtr0071653, FBtr0300558, FBtr0345104, FBtr0112645, FBtr0076905, FBtr0100660, FBtr0076908, FBtr0340452, FBtr0089546, FBtr0307500, FBtr0303148, FBtr0100427, FBtr0089549, FBtr0345900, FBtr0305681, FBtr0087007, FBtr0078770, FBtr0088331, FBtr0331866, FBtr0073506, FBtr0075025, FBtr0343281, FBtr0074972, FBtr0075941, FBtr0075942, FBtr0073068, FBtr0301639, FBtr0074617, FBtr0070592, FBtr0100431, FBtr0100676, FBtr0084536, FBtr0081146, FBtr0342624, FBtr0332023, FBtr0337039, FBtr0333598, FBtr0075391, FBtr0307295, FBtr0070108, FBtr0339696, FBtr0330647, FBtr0078423, FBtr0072402, FBtr0077459, FBtr0110801, FBtr0331519, FBtr0081118, FBtr0300894, FBtr0113196, FBtr0084743, FBtr0309101, FBtr0079040, FBtr0079283, FBtr0086137, FBtr0088434, FBtr0088431, FBtr0076210, FBtr0332979, FBtr0072799, FBtr0333701, FBtr0089082, FBtr0071583, FBtr0344026, FBtr0070493, FBtr0342886, FBtr0337051, FBtr0089656, FBtr0345238, FBtr0304688, FBtr0308249, FBtr0084763, FBtr0307033, FBtr0308125, FBtr0086145, FBtr0333813, FBtr0332845, FBtr0073518, FBtr0303908, FBtr0331516, FBtr0072304, FBtr0332600, FBtr0303229, FBtr0300511, FBtr0080769, FBtr0089223, FBtr0080768, FBtr0085778, FBtr0339705, FBtr0086633, FBtr0305087, FBtr0308592, FBtr0308591, FBtr0339709, FBtr0114598, FBtr0300191, FBtr0079782, FBtr0088495, FBtr0072212, FBtr0300621, FBtr0073421, FBtr0072694, FBtr0113389, FBtr0083801, FBtr0113387, FBtr0100635, FBtr0081863, FBtr0084585, FBtr0087731, FBtr0330324, FBtr0074745, FBtr0112741, FBtr0100883, FBtr0087815, FBtr0300058, FBtr0113030, FBtr0083581, FBtr0301140, FBtr0336452, FBtr0083583, FBtr0306031, FBtr0079089, FBtr0333500, FBtr0085082, FBtr0331566, FBtr0345950, FBtr0339154, FBtr0343535, FBtr0343412, FBtr0302226, FBtr0113164, FBtr0082018, FBtr0343537, FBtr0072908, FBtr0086982, FBtr0078440, FBtr0334144, FBtr0071815, FBtr0071813, FBtr0345392, FBtr0072349, FBtr0076027, FBtr0330102, FBtr0070960, FBtr0331798"	953	2985	13921	1.228306977	0.040984378	0.004634669
UP_KEYWORDS	Transmembrane	251	26.33788038	1.52E-04	1.399157609	5.558496718	"FBtr0306939, FBtr0089145, FBtr0302453, FBtr0334171, FBtr0345629, FBtr0080686, FBtr0082991, FBtr0085468, FBtr0114550, FBtr0090003, FBtr0333889, FBtr0079106, FBtr0070874, FBtr0334612, FBtr0346268, FBtr0076637, FBtr0078937, FBtr0089394, FBtr0089274, FBtr0302563, FBtr0303898, FBtr0070864, FBtr0090019, FBtr0074345, FBtr0331697, FBtr0074669, FBtr0305946, FBtr0336809, FBtr0330706, FBtr0113477, FBtr0303885, FBtr0309501, FBtr0085679, FBtr0309865, FBtr0304051, FBtr0086535, FBtr0088824, FBtr0306351, FBtr0084357, FBtr0308892, FBtr0114451, FBtr0273277, FBtr0308891, FBtr0079682, FBtr0332219, FBtr0339769, FBtr0077706, FBtr0077705, FBtr0072396, FBtr0339077, FBtr0345078, FBtr0339750, FBtr0082735, FBtr0080436, FBtr0089137, FBtr0088718, FBtr0307555, FBtr0331232, FBtr0078484, FBtr0085210, FBtr0086662, FBtr0084361, FBtr0074680, FBtr0070887, FBtr0346162, FBtr0308083, FBtr0089184, FBtr0301447, FBtr0343365, FBtr0303508, FBtr0305007, FBtr0304833, FBtr0307540, FBtr0087202, FBtr0070439, FBtr0333325, FBtr0077768, FBtr0335502, FBtr0072972, FBtr0301316, FBtr0301438, FBtr0346864, FBtr0084739, FBtr0080932, FBtr0301312, FBtr0085821, FBtr0089515, FBtr0330163, FBtr0088306, FBtr0089628, FBtr0074383, FBtr0077652, FBtr0334409, FBtr0075233, FBtr0083739, FBtr0073173, FBtr0083857, FBtr0082648, FBtr0304810, FBtr0301662, FBtr0300453, FBtr0340309, FBtr0336974, FBtr0085488, FBtr0078154, FBtr0078156, FBtr0090026, FBtr0079800, FBtr0343010, FBtr0074014, FBtr0083509, FBtr0100013, FBtr0080915, FBtr0100014, FBtr0089972, FBtr0329884, FBtr0089853, FBtr0083751, FBtr0301096, FBtr0084284, FBtr0088640, FBtr0086340, FBtr0079931, FBtr0076662, FBtr0335515, FBtr0072745, FBtr0071653, FBtr0300558, FBtr0345104, FBtr0112645, FBtr0076905, FBtr0100660, FBtr0076908, FBtr0340452, FBtr0089546, FBtr0307500, FBtr0303148, FBtr0100427, FBtr0089549, FBtr0345900, FBtr0305681, FBtr0087007, FBtr0078770, FBtr0088331, FBtr0331866, FBtr0073506, FBtr0075025, FBtr0343281, FBtr0074972, FBtr0075941, FBtr0075942, FBtr0073068, FBtr0301639, FBtr0074617, FBtr0070592, FBtr0100431, FBtr0100676, FBtr0084536, FBtr0081146, FBtr0342624, FBtr0332023, FBtr0337039, FBtr0333598, FBtr0075391, FBtr0307295, FBtr0070108, FBtr0339696, FBtr0330647, FBtr0078423, FBtr0072402, FBtr0077459, FBtr0110801, FBtr0331519, FBtr0081118, FBtr0300894, FBtr0113196, FBtr0084743, FBtr0309101, FBtr0079040, FBtr0079283, FBtr0086137, FBtr0088434, FBtr0088431, FBtr0076210, FBtr0332979, FBtr0072799, FBtr0333701, FBtr0089082, FBtr0071583, FBtr0344026, FBtr0070493, FBtr0342886, FBtr0337051, FBtr0089656, FBtr0345238, FBtr0304688, FBtr0308249, FBtr0084763, FBtr0307033, FBtr0308125, FBtr0086145, FBtr0333813, FBtr0332845, FBtr0073518, FBtr0303908, FBtr0331516, FBtr0072304, FBtr0332600, FBtr0303229, FBtr0300511, FBtr0080769, FBtr0089223, FBtr0080768, FBtr0085778, FBtr0339705, FBtr0086633, FBtr0305087, FBtr0308592, FBtr0308591, FBtr0339709, FBtr0114598, FBtr0300191, FBtr0079782, FBtr0088495, FBtr0072212, FBtr0300621, FBtr0073421, FBtr0072694, FBtr0113389, FBtr0083801, FBtr0113387, FBtr0100635, FBtr0081863, FBtr0084585, FBtr0087731, FBtr0330324, FBtr0074745, FBtr0112741, FBtr0100883, FBtr0087815, FBtr0300058, FBtr0113030, FBtr0083581, FBtr0301140, FBtr0336452, FBtr0083583, FBtr0306031, FBtr0079089, FBtr0333500, FBtr0085082, FBtr0331566, FBtr0345950, FBtr0339154, FBtr0343535, FBtr0343412, FBtr0302226, FBtr0113164, FBtr0082018, FBtr0343537, FBtr0072908, FBtr0086982, FBtr0078440, FBtr0334144, FBtr0071815, FBtr0071813, FBtr0345392, FBtr0072349, FBtr0076027, FBtr0330102, FBtr0070960, FBtr0331798"	953	2990	13921	1.226252952	0.043178309	0.004634669
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	239	25.07869885	0.021840829	1.453175919	5.552023517	"FBtr0306939, FBtr0089145, FBtr0302453, FBtr0334171, FBtr0345629, FBtr0080686, FBtr0082991, FBtr0085468, FBtr0114550, FBtr0333889, FBtr0070874, FBtr0334612, FBtr0346268, FBtr0076637, FBtr0078937, FBtr0089394, FBtr0302563, FBtr0303898, FBtr0070864, FBtr0090019, FBtr0074345, FBtr0331697, FBtr0074669, FBtr0305946, FBtr0336809, FBtr0330706, FBtr0113477, FBtr0303885, FBtr0309501, FBtr0085679, FBtr0304051, FBtr0086535, FBtr0088824, FBtr0306351, FBtr0084357, FBtr0308892, FBtr0114451, FBtr0273277, FBtr0308891, FBtr0079682, FBtr0332219, FBtr0339769, FBtr0077706, FBtr0077705, FBtr0072396, FBtr0339077, FBtr0345078, FBtr0339750, FBtr0082735, FBtr0080436, FBtr0089137, FBtr0088718, FBtr0307555, FBtr0331232, FBtr0078484, FBtr0085210, FBtr0086662, FBtr0084361, FBtr0070887, FBtr0346162, FBtr0308083, FBtr0331598, FBtr0089184, FBtr0301447, FBtr0343365, FBtr0303508, FBtr0304833, FBtr0307540, FBtr0087202, FBtr0070439, FBtr0333325, FBtr0077768, FBtr0335502, FBtr0072972, FBtr0301316, FBtr0346864, FBtr0084739, FBtr0080932, FBtr0301312, FBtr0089515, FBtr0330163, FBtr0088306, FBtr0089628, FBtr0074383, FBtr0077652, FBtr0334409, FBtr0075233, FBtr0083739, FBtr0073173, FBtr0083857, FBtr0082648, FBtr0304810, FBtr0301662, FBtr0300453, FBtr0340309, FBtr0336974, FBtr0078154, FBtr0078156, FBtr0090026, FBtr0079800, FBtr0343010, FBtr0074014, FBtr0083509, FBtr0100013, FBtr0080915, FBtr0100014, FBtr0089972, FBtr0329884, FBtr0089853, FBtr0083751, FBtr0301096, FBtr0084284, FBtr0088640, FBtr0086340, FBtr0079931, FBtr0076662, FBtr0335515, FBtr0072745, FBtr0071653, FBtr0300558, FBtr0345104, FBtr0112645, FBtr0076905, FBtr0100660, FBtr0076908, FBtr0340452, FBtr0089546, FBtr0307500, FBtr0303148, FBtr0100427, FBtr0089549, FBtr0345900, FBtr0305681, FBtr0087007, FBtr0078770, FBtr0088331, FBtr0331866, FBtr0073506, FBtr0075025, FBtr0343281, FBtr0074972, FBtr0075941, FBtr0075942, FBtr0073068, FBtr0301639, FBtr0074617, FBtr0070592, FBtr0100431, FBtr0100676, FBtr0342624, FBtr0337039, FBtr0333598, FBtr0075391, FBtr0307295, FBtr0070108, FBtr0339696, FBtr0330647, FBtr0078423, FBtr0330400, FBtr0077459, FBtr0110801, FBtr0331519, FBtr0081118, FBtr0300894, FBtr0113196, FBtr0084743, FBtr0309101, FBtr0079040, FBtr0079283, FBtr0086137, FBtr0088434, FBtr0088431, FBtr0076210, FBtr0332979, FBtr0073767, FBtr0072799, FBtr0333701, FBtr0089082, FBtr0070254, FBtr0071583, FBtr0344026, FBtr0070493, FBtr0342886, FBtr0337051, FBtr0345238, FBtr0304688, FBtr0308249, FBtr0084763, FBtr0307033, FBtr0308125, FBtr0086145, FBtr0333813, FBtr0332845, FBtr0073518, FBtr0303908, FBtr0331516, FBtr0072304, FBtr0332600, FBtr0303229, FBtr0300511, FBtr0080769, FBtr0080768, FBtr0085778, FBtr0339705, FBtr0086633, FBtr0305087, FBtr0308592, FBtr0308591, FBtr0114598, FBtr0300191, FBtr0079782, FBtr0088495, FBtr0072212, FBtr0300621, FBtr0073421, FBtr0072694, FBtr0113389, FBtr0083801, FBtr0113387, FBtr0081863, FBtr0084585, FBtr0087731, FBtr0330324, FBtr0074745, FBtr0112741, FBtr0100883, FBtr0087815, FBtr0300058, FBtr0113030, FBtr0083581, FBtr0301140, FBtr0336452, FBtr0083583, FBtr0306031, FBtr0079089, FBtr0333500, FBtr0085082, FBtr0331566, FBtr0345950, FBtr0339154, FBtr0343535, FBtr0343412, FBtr0302226, FBtr0113164, FBtr0343537, FBtr0072908, FBtr0086982, FBtr0078440, FBtr0334144, FBtr0071815, FBtr0071813, FBtr0345392, FBtr0072349, FBtr0076027, FBtr0330102, FBtr0070960, FBtr0073678, FBtr0331798"	761	2814	10026	1.118965899	0.999837159	0.569317613
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0113477	CG6006-RC	0.9375	0.044987	4.3	FlyBase CG6006-RC	Figure for CG6006-RC							
FBtr0300621	Teh2-RB	2.910291	0.007079	2.9	FlyBase Teh2-RB	Figure for Teh2-RB							
FBtr0331697	lili-RB	0.772481	NOTEST	20.6	FlyBase lili-RB	Figure for lili-RB							
FBtr0300191	Atpalpha-RI	0.566681	0.014636	4.9	FlyBase Atpalpha-RI	Figure for Atpalpha-RI							
