geneID	symbol	yQvalue	oQvalue	yPvalue	oPvalue	yRP24	oRP24	ySP	oSP	yPVEC	oPVEC	yPhase	oPhase	yMedian	oMedian	yDetectable	oDetectable	yNonZero	oNonzero
FBtr0084847	tobi-RA	0.137928	0.045142	0.1186	0.0128	-0.867904	-0.158856	-0.769407	0.908933	90.789014	22.966514	15.650903	12.126652	12.822450	15.294700	1	1	1	1
FBtr0085821	kek6-RA	0.08692	0.010249	0.0496	0.0006	-0.058167	2.194904	0.659565	2.857897	27.998355	17.801386	21.450246	20.868650	22.144650	20.478500	1	1	1	1
FBtr0303898	nAChRalpha6-RG	0.095022	0.032888	0.0581	0.006	-0.209393	1.138740	0.570600	1.738641	2.615711	4.705353	3.727888	4.853408	21.609150	15.171150	1	1	1	1
FBtr0308125	fred-RF	NOTEST	0.021143	NOTEST	0.0025	-2.617338	1.783843	-1.450314	2.398121	11.069696	20.553645	18.064239	19.424195	13.237250	10.834250	0	1	1	1
FBtr0074617	wgn-RA	0.097888	0.049534	0.0617	0.0158	-0.378907	0.481663	0.370263	0.969584	5.202587	8.076847	17.527879	18.924808	18.506250	17.915450	1	1	1	1
FBtr0081191	CG10621-RA	NOTEST	0.030953	NOTEST	0.0054	-2.337776	1.762137	-0.332894	1.999383	21.394013	61.734290	13.181160	7.179012	12.462950	7.565860	1	1	1	1
FBtr0070186	CG3699-RA	NOTEST	0.008746	NOTEST	0.0004	-1.211175	1.060014	-0.269450	3.091589	1.921145	94.547554	13.343215	11.799713	16.354000	11.738200	1	1	1	1
FBtr0089496	Gdh-RB	NOTEST	0.042524	NOTEST	0.0107	-2.066346	0.741501	-1.354587	1.407085	0.138092	67.407432	0.048543	1.272877	21.258600	12.360600	1	1	1	1
FBtr0345197	Thd1-RC	0.128607	0.009636	0.1047	0.0005	-0.635555	1.833878	-0.140585	1.841639	5.572635	77.970179	15.285955	16.523716	13.251000	7.099100	1	1	1	1
FBtr0086137	l(2)01289-RB	0.08473	0.027683	0.0473	0.0043	0.067201	1.141518	0.766743	2.779704	0.336326	53.652641	1.378185	3.637255	18.996450	15.373500	1	1	1	1
FBtr0100660	kuz-RC	NOTEST	0.046723	NOTEST	0.0138	-0.849335	0.567079	0.780063	1.945255	77.998044	94.267081	9.194163	9.439198	20.538850	18.947700	0	1	1	1
FBtr0100580	ewg-RF	0.111398	0.047923	0.0792	0.0147	-0.404926	0.725539	0.346591	1.596229	8.962916	8.302174	19.298592	18.207906	19.358450	14.180800	1	1	1	1
FBtr0303602	CG42795-RB	0.083385	0.033074	0.0455	0.0061	0.008677	0.908853	1.548951	2.746932	94.097018	13.514266	20.000161	20.797623	15.715750	8.765160	1	1	1	1
FBtr0305346	CG5937-RD	0.080981	0.033998	0.0432	0.0067	-0.054383	0.612464	1.302451	3.343770	7.728944	18.164596	13.991033	13.837325	14.857100	13.071100	1	1	1	1
FBtr0299918	stw-RA	0.136276	0.023009	0.1164	0.003	-0.780177	1.256634	0.564929	2.092141	48.904321	114.173234	14.593040	14.237379	16.425000	14.214100	1	1	1	1
FBtr0086113	Adf1-RC	NOTEST	0.033257	NOTEST	0.0062	-4.804126	1.206937	-0.057930	4.480621	25.226301	31.318241	8.367269	14.366192	20.129350	12.562250	1	1	1	1
FBtr0078440	CG7407-RA	0.085347	0.047375	0.0481	0.0143	-0.110783	0.883277	1.284762	1.456789	12.338358	51.715825	20.598977	18.757541	20.484300	13.909950	1	1	1	1
FBtr0090003	Ca-alpha1D-RD	0.15448	0.042351	0.1475	0.0106	-0.891858	0.722619	-0.418001	0.948450	1.267313	44.708564	0.558343	1.652365	17.085950	13.176400	1	1	1	1
FBtr0330254	alpha-Catr-RC	0.158486	0.016399	0.1548	0.0015	-0.933492	1.852890	-0.143611	2.542323	8.126216	17.917794	3.572767	3.435938	19.229200	17.709450	0	1	1	1
FBtr0310287	CHES-1-like-RC	0.099315	0.009636	0.0633	0.0005	-0.150105	1.122871	0.395317	1.282694	4.242077	65.126834	16.381291	16.258608	19.790400	19.433850	1	1	1	1
FBtr0334648	Clk-RH	0.090119	0.04197	0.0528	0.0104	-0.255505	0.513584	2.367305	2.500033	22.189156	17.133086	23.447429	22.130947	19.275350	13.488350	1	1	1	1
FBtr0113096	CG15118-RE	0.123336	0.033998	0.0954	0.0067	-0.551890	0.644831	1.107447	2.581713	0.368276	0.967259	22.792360	0.562742	12.255700	9.836735	1	1	1	1
