geneID	symbol	yQvalue	oQvalue	yPvalue	oPvalue	yRP24	oRP24	ySP	oSP	yPVEC	oPVEC	yPhase	oPhase	yMedian	oMedian	yDetectable	oDetectable	yNonZero	oNonzero
FBtr0074083	CG8191-RA	0.019809	NOTEST	0.0023	NOTEST	1.185107	-2.629007	1.568039	1.590921	27.606983	24.391406	23.670804	21.218645	1.532080	2.252515	1	1	1	1
FBtr0081643	Ufl1-RA	0.025698	NOTEST	0.0039	NOTEST	0.863735	-1.631187	1.264465	0.729112	72.541182	0.960330	3.683609	22.647339	5.136250	6.344415	1	1	1	1
FBtr0072025	CG9812-RB	0.047318	NOTEST	0.0142	NOTEST	0.725654	-1.040382	1.627807	0.496347	41.023677	21.414238	1.823693	23.205843	56.153000	81.169650	1	1	1	1
FBtr0085501	CG31036-RA	0.039615	0.104255	0.01	0.071	1.113485	-0.270588	1.507051	0.074720	19.479832	24.805634	20.160450	20.610894	2.856985	2.929770	1	1	1	1
FBtr0081162	AsnRS-RA	0.040287	NOTEST	0.0104	NOTEST	1.068807	-4.744693	1.972421	-1.024746	65.703833	6.425048	1.135426	15.102528	24.129950	29.913900	1	0	1	1
FBtr0085460	Kul-RA	0.045864	0.146368	0.0133	0.135	0.754286	-0.822112	1.755554	0.401096	23.751455	7.339222	21.510561	18.617838	17.836050	16.117950	1	1	1	1
FBtr0075875	CG11267-RA	0.025698	NOTEST	0.0039	NOTEST	0.683213	-3.593601	0.975899	-1.251918	17.435818	5.415301	23.011851	17.561962	94.381150	109.567000	1	1	1	1
FBtr0085462	Obp99b-RA	0.038318	NOTEST	0.0093	NOTEST	-0.208620	-5.916590	2.327068	-0.689708	49.071207	42.702547	15.557005	14.957239	1.390685	0.861434	1	0	1	1
FBtr0085508	eIF2Balpha-RA	0.02539	NOTEST	0.0038	NOTEST	1.252153	-1.407146	2.476628	-1.283941	34.473415	8.844600	22.140293	16.734212	13.137500	18.253350	1	0	1	1
FBtr0075975	CG10657-RA	0.045609	NOTEST	0.013	NOTEST	0.407083	-1.076657	1.294415	1.578951	2.099235	7.155482	22.344815	21.531060	7.926610	9.391670	1	1	1	1
FBtr0085757	CG1542-RA	0.014986	0.102096	0.0013	0.0679	1.915923	-0.245716	3.361762	1.057871	18.307573	18.287463	22.391906	21.903576	15.284150	19.278900	1	1	1	1
FBtr0300028	CG34242-RB	0.006281	0.079226	0.0002	0.0407	2.100172	0.118593	5.113171	1.433206	15.192429	12.166954	21.545896	20.304513	82.656700	84.304150	1	1	1	1
