geneID	symbol	yQvalue	oQvalue	yPvalue	oPvalue	yRP24	oRP24	ySP	oSP	yPVEC	oPVEC	yPhase	oPhase	yMedian	oMedian	yDetectable	oDetectable	yNonZero	oNonzero
FBtr0343535	CG6903-RB	NOTEST	0.049534	NOTEST	0.0158	-2.255968	0.260773	-0.385226	1.140949	40.543529	49.127611	7.528011	4.716821	11.991350	13.535450	0	1	1	1
FBtr0332579	mRpL16-RB	NOTEST	0.030327	NOTEST	0.0052	-4.163251	1.172187	-1.474558	1.934885	3.398429	8.113248	21.209069	21.942742	8.282460	11.769550	1	1	1	1
FBtr0081863	nac-RA	NOTEST	0.028574	NOTEST	0.0046	-4.282071	1.146728	-1.638501	1.944709	49.194939	23.810804	18.070565	17.126340	2.591250	2.845750	1	1	1	1
FBtr0339663	Gart-RC	NOTEST	0.035342	NOTEST	0.0073	-1.701981	0.867711	1.411281	2.600683	52.070827	81.873484	8.125778	10.089405	9.878455	11.559500	1	1	1	1
FBtr0085468	Dop1R2-RB	NOTEST	0.046876	NOTEST	0.0139	-4.787687	0.472155	0.282490	1.189510	6.630298	5.525561	0.221097	0.548286	1.414170	1.771345	1	1	1	1
FBtr0330668	Rab5-RG	NOTEST	0.007274	NOTEST	0.0003	-5.455826	2.382750	-3.603157	3.324835	22.989840	5.571420	17.166775	4.952654	4.420560	7.421245	1	1	1	1
FBtr0332505	CG4598-RB	NOTEST	0.043444	NOTEST	0.0113	-2.128066	0.241875	-1.144584	0.662788	11.119733	30.282808	15.923488	15.289157	3.256965	3.507175	1	1	1	1
FBtr0084999	Ald-RD	0.100591	0.024052	0.0649	0.0033	-0.169665	1.608889	-0.070388	4.062914	9.057977	44.310942	3.378893	3.996302	2.081500	5.540105	1	1	0	0
FBtr0072029	CG3530-RA	0.084977	0.007274	0.0476	0.0003	-0.032741	2.428325	1.785058	3.718266	19.556745	74.355545	7.353765	6.147968	10.468300	13.099200	1	1	1	1
FBtr0086706	CG5323-RA	NOTEST	0.039858	NOTEST	0.0093	-2.721159	0.938136	-1.909664	2.624743	38.630499	6.423971	19.294134	19.223249	11.320100	18.709450	1	1	1	1
FBtr0075971	CG10654-RA	NOTEST	0.033998	NOTEST	0.0067	-3.810577	1.084889	-1.281064	1.190404	94.568080	24.949338	11.512089	0.982435	0.862836	1.037892	0	1	1	0
FBtr0335462	CG9886-RB	NOTEST	0.043683	NOTEST	0.0115	-2.044021	1.142511	-1.560467	2.069128	6.578650	18.305793	14.232271	17.213054	1.808070	1.193965	1	1	1	1
FBtr0335465	CG13085-RB	NOTEST	0.042754	NOTEST	0.0109	-3.771870	0.988001	-1.101011	2.489219	76.005117	2.000633	8.303777	3.049455	1.560065	1.903560	1	1	1	1
FBtr0074014	CG9164-RB	0.143249	0.028027	0.1279	0.0044	-0.743120	1.552583	0.400502	4.085782	1.150580	59.774138	2.160866	5.963137	7.040645	5.641870	1	1	1	1
FBtr0110915	Dys-RD	NOTEST	0.005754	NOTEST	0.0002	-5.657157	2.071054	-2.692585	3.784606	70.656645	67.337323	0.880872	2.625805	2.924310	2.531155	1	1	1	1
FBtr0336664	Dpit47-RB	NOTEST	0.044379	NOTEST	0.0122	-2.915813	0.845346	2.037456	2.275853	34.399929	3.343562	18.244100	23.611759	2.455660	3.557285	1	1	1	1
FBtr0332328	x16-RB	NOTEST	0.035735	NOTEST	0.0075	-3.096183	1.177196	-2.059898	2.312746	64.098665	18.299376	7.282278	16.467373	10.130300	10.411900	1	1	1	1
FBtr0306150	CG9812-RD	0.095112	0.039006	0.0583	0.0089	-0.210757	0.455258	0.522164	4.792357	4.670178	0.623693	4.263409	23.089873	1.808960	1.477175	1	1	1	1
FBtr0083609	mTerf5-RA	0.154745	0.016938	0.1479	0.0016	-0.927794	1.717709	-0.774499	3.925119	97.054917	6.166316	21.353263	19.867453	5.579485	6.260805	0	1	1	1
FBtr0088909	Corin-RB	NOTEST	0.046227	NOTEST	0.0134	-1.441449	0.400098	-0.882731	1.015524	11.131338	72.098468	8.170638	2.953855	2.883340	3.450475	1	1	1	1
FBtr0344009	CG5916-RB	NOTEST	0.046673	NOTEST	0.0137	-2.057372	0.800325	-1.041666	1.471197	15.137907	11.441878	19.329782	19.365185	8.916530	7.133965	0	1	1	1
FBtr0080168	abo-RA	NOTEST	0.005754	NOTEST	0.0002	-0.370807	1.612271	-0.116191	1.899981	6.991939	49.062593	2.879775	5.059458	8.272465	11.479100	0	1	1	1
FBtr0075787	CG17359-RA	NOTEST	0.045959	NOTEST	0.0132	-1.749827	1.022494	-1.289770	2.270847	22.789748	5.258100	18.900890	18.468635	3.955925	4.928195	1	1	1	1
FBtr0339710	dsx-RF	0.160657	0.032888	0.1579	0.006	-0.960976	1.062804	0.702214	2.392856	5.301335	51.679722	5.407131	3.650962	2.962705	2.843180	1	1	1	1
FBtr0080768	Gli-RD	NOTEST	0.048668	NOTEST	0.0152	-2.427951	0.732564	-0.908495	1.639590	9.833234	85.715141	7.250594	10.039557	3.695930	8.260390	1	1	1	1
FBtr0080769	Gli-RE	0.158812	0.009636	0.1553	0.0005	-0.960339	2.293427	-0.543651	2.781722	64.108730	87.657113	13.529393	18.628463	1.363890	2.822040	1	1	1	0
FBtr0085210	CG5646-RA	NOTEST	0.015004	NOTEST	0.0013	-5.054097	1.141263	-3.241913	4.120050	15.523270	24.599960	8.970939	13.076271	10.390250	21.610650	1	1	1	1
FBtr0083801	CG6184-RA	NOTEST	0.043683	NOTEST	0.0115	-1.016966	0.336149	-0.742773	1.308698	30.688846	25.650608	1.283236	0.199894	4.926800	5.824820	1	1	1	1
FBtr0089356	lola-RQ	NOTEST	0.048728	NOTEST	0.0153	-2.651127	0.607571	0.195595	1.955360	18.208572	19.929163	10.337747	8.944209	3.538245	4.236055	1	1	1	1
FBtr0308891	CG34135-RC	NOTEST	0.04264	NOTEST	0.0108	-1.177186	0.832987	2.183787	1.727592	76.662585	91.663339	3.668664	3.248913	2.758930	2.687290	1	1	1	1
