geneID	symbol	yQvalue	oQvalue	yPvalue	oPvalue	yRP24	oRP24	ySP	oSP	yPVEC	oPVEC	yPhase	oPhase	yMedian	oMedian	yDetectable	oDetectable	yNonZero	oNonzeronFBtr0340622	ND-24-RB	0.033871	0.032697	0.0068	0.0059	0.803119	1.110207	1.593600	3.899581	10.149672	1.602842	22.807930	0.830851	34.203100	44.458550	1	1	1	1
FBtr0088425	RpLP0-like-RA	0.037648	0.016938	0.0087	0.0016	1.068110	2.201920	1.952626	2.761756	72.674201	0.689901	23.086942	21.976649	7.576000	9.613330	1	1	1	1
FBtr0089050	Ady43A-RA	0.023063	0.0	0.0031	0.0	0.778586	1.736664	1.285436	4.243164	23.273527	0.368183	1.092425	0.570176	20.199350	11.391500	1	1	1	1
FBtr0088905	Cyt-b5-RB	0.004004	0.009636	0.0001	0.0005	2.805020	1.653915	3.751879	3.936410	31.104487	0.346086	1.345841	0.357179	116.808500	135.213000	1	1	1	1
FBtr0082926	CG31321-RB	0.006281	0.005754	0.0002	0.0002	2.666590	2.531192	5.740455	4.459260	0.910288	1.445658	1.833269	0.894125	6.356420	7.292280	1	1	1	1
FBtr0078787	RpII18-RA	0.014403	0.003712	0.0012	0.0001	1.989274	1.777387	2.504511	3.615406	14.528149	2.136897	23.271495	0.581568	15.307300	17.540300	1	1	1	1
FBtr0112922	Gasp-RB	0.030821	0.0	0.0056	0.0	1.201576	4.352443	2.109280	5.368036	0.647193	14.559743	1.966358	0.917017	17.058650	21.956950	1	1	1	1
FBtr0088227	CG12325-RA	0.034646	0.033869	0.0072	0.0065	1.163143	0.874977	2.912714	1.432796	55.814473	27.018640	22.391918	23.561172	5.139150	5.627960	1	1	1	1
FBtr0088228	nclb-RA	0.035344	0.005754	0.0075	0.0002	0.968701	1.840036	2.164982	2.516671	52.179002	30.070195	22.791317	0.450593	13.012600	15.468400	1	1	1	1
FBtr0082568	CG4115-RA	0.020077	0.021821	0.0024	0.0027	1.717497	1.461855	1.988207	2.163770	81.827563	30.331646	4.852461	0.818407	5.510535	5.453580	1	1	1	1
FBtr0071682	pirk-RA	0.027998	0.047375	0.0045	0.0143	0.795475	0.991887	1.285383	1.684289	12.804556	12.693349	3.945257	23.566788	2.166800	3.819380	1	1	1	1
FBtr0114615	l(2)05287-RB	0.026062	0.046723	0.004	0.0138	1.143651	0.613837	2.261546	3.804061	7.415970	1.708987	21.663856	22.140282	4.500630	5.488075	0	1	1	1
FBtr0077330	Syx16-RA	0.012521	0.033869	0.0009	0.0065	1.577946	0.868569	3.816992	2.511137	1.726994	4.566938	23.806585	0.221625	2.053460	3.077075	1	1	1	1
FBtr0081468	CG9253-RA	0.014403	0.03761	0.0012	0.0083	1.952054	0.963704	3.974531	2.373703	19.889807	16.459056	21.515413	21.440611	17.310650	18.191300	1	1	1	1
FBtr0113101	ND-B12-RB	0.016056	0.04386	0.0015	0.0117	1.718209	1.057175	2.439286	1.388076	9.534833	0.013160	22.777880	23.728391	20.120550	19.124300	1	1	1	1
FBtr0343129	ND-51-RB	0.006281	0.048728	0.0002	0.0153	2.109682	0.207378	2.398341	2.414466	3.606805	1.083189	22.374559	0.664598	45.433150	74.073000	1	1	1	1
FBtr0114505	CG10513-RB	0.014403	0.046386	0.0012	0.0135	2.634526	0.847729	3.870147	2.215028	6.088774	92.058484	1.944856	0.524077	37.450700	36.995200	1	1	1	1
